group_id,display_name,group_record_count,match_reasons,source_file,source_index,name,slug,url,meta_title,h1_titles_count,sections_count,full_text_length,section_headings
24,Measles,2,slug,modified_disease.json,75,Measles,measles,https://www.who.int/news-room/fact-sheets/detail/measles,"Measles - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,989,Introduction | What is Measles? | Common Symptoms of Measles | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
24,Measles,2,slug,common_diseases_conditions_offline.json,1267,"Measles - Symptoms, Causes, Stages, Risks, Diagnosis, Treatment and Prevention",measles,https://www.apollohospitals.com/diseases-and-conditions/measles,"Measles - Symptoms, Causes, Diagnosis and Treatment",1,34,19161,What Is Measles (Rubeola)? | If You Suspect Exposure: | What Causes Measles? | How Does Measles Spread? | Common Ways Measles Spreads: | What Are the Different Stages of Measles? | 1. Incubation Stage (7–14 days) | 2. Prodromal Stage (Early Symptoms – 2 to 4 days) | 3. Rash Stage (4–7 days) | 4. Recovery Stage | 5. Contagious Period | Symptoms of Measles | Early Symptoms (First 3–4 Days) | Rash Development | Who is at Risk of Developing Measles? | What are the Complications of Measles? | Diagnosis of Measles | What to Do After Exposure to Measles | Post-Exposure Vaccination | Human Normal Immunoglobulin (HNIG) | Routine MMR Vaccination Schedule | What Are the Treatment Options for Measles? | Symptomatic Treatment Includes: | How to Prevent Measles? | 1. MMR Vaccination | 2. Vaccination During Outbreaks | 3. Isolate Infected Individuals | 4. Promote Community Immunity (Herd Immunity) | 5. Consult Your Doctor About Booster Doses | When to See a Doctor for Measles? | Which Doctor to Consult? | What to Expect During the Doctor Visit? | Conclusion | Frequently Asked Questions (FAQs)
25,Mixed Connective Tissue Disease (MCTD),2,slug,modified_disease.json,76,Mixed Connective Tissue Disease (MCTD),mixed-connective-tissue-disease,https://www.niams.nih.gov/health-topics/mixed-connective-tissue-disease,"Mixed Connective Tissue Disease (MCTD) - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1549,Introduction | What is Mixed Connective Tissue Disease (MCTD)? | Common Symptoms of Mixed Connective Tissue Disease (MCTD) | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
25,Mixed Connective Tissue Disease (MCTD),2,slug,common_diseases_conditions_offline.json,1332,"Mixed Connective Tissue Disease - Causes, Symptoms, Diagnosis, Treatment, and Prevention",mixed-connective-tissue-disease,https://www.apollohospitals.com/diseases-and-conditions/mixed-connective-tissue-disease,"Mixed Connective Tissue Disease - Causes, Symptoms, Diagnosis, and Treatment",2,22,13313,Introduction | What is Mixed Connective Tissue Disease? | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Common Symptoms of Mixed Connective Tissue Disease | Warning Signs for Immediate Medical Attention | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Potential Complications | Short-Term and Long-Term Complications | Strategies for Prevention | Typical Course of the Disease | Factors Influencing Prognosis | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
26,Osteogenesis Imperfecta (Brittle Bone Disease),2,slug,modified_disease.json,87,Osteogenesis Imperfecta (Brittle Bone Disease),osteogenesis-imperfecta,https://www.niams.nih.gov/health-topics/osteogenesis-imperfecta,"Osteogenesis Imperfecta (Brittle Bone Disease) - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1858,Introduction | What is Osteogenesis Imperfecta (Brittle Bone Disease)? | Common Symptoms of Osteogenesis Imperfecta (Brittle Bone Disease) | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
26,Osteogenesis Imperfecta (Brittle Bone Disease),2,slug,common_diseases_conditions_offline.json,1486,Osteogenesis Imperfecta,osteogenesis-imperfecta,https://www.apollohospitals.com/diseases-and-conditions/osteogenesis-imperfecta,Osteogenesis Imperfecta | Apollo Hospitals,1,6,2397,None | Osteogenesis Imperfecta Definition | Osteogenesis Imperfecta Symptoms | Osteogenesis Imperfecta Risk Factors | Osteogenesis Imperfecta Diagnosis | Osteogenesis Imperfecta Treatment
27,Osteomalacia (Rickets in Adults),2,slug,modified_disease.json,88,Osteomalacia (Rickets in Adults),osteomalacia,https://www.niams.nih.gov/health-topics/bone-health,"Osteomalacia (Rickets in Adults) - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,2215,Introduction | What is Osteomalacia (Rickets in Adults)? | Common Symptoms of Osteomalacia (Rickets in Adults) | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
27,Osteomalacia (Rickets in Adults),2,slug,common_diseases_conditions_offline.json,1487,"Osteomalacia - Causes, Symptoms, Diagnosis, Treatment, and Prevention",osteomalacia,https://www.apollohospitals.com/diseases-and-conditions/osteomalacia,"Osteomalacia - Causes, Symptoms, Diagnosis, and Treatment",2,24,23833,Introduction | Definition: What is Osteomalacia? | Causes and Risk Factors | Infectious/Environmental Causes: | Genetic/Autoimmune Causes: | Lifestyle and Dietary Factors: | Key Risk Factors: | Symptoms of Osteomalacia | Common Symptoms: | Warning Signs for Immediate Medical Attention: | Diagnosis of Osteomalacia | Clinical Evaluation: | Diagnostic Tests: | Differential Diagnosis: | Treatment Options for Osteomalacia | Medical Treatments: | Non-Pharmacological Treatments: | Special Considerations: | Complications of Osteomalacia | Prevention of Osteomalacia | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
28,Pneumonia,2,slug,modified_disease.json,94,Pneumonia,pneumonia,https://medlineplus.gov/pneumonia.html,"Pneumonia - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,880,Introduction | What is Pneumonia? | Common Symptoms of Pneumonia | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
28,Pneumonia,2,slug,common_diseases_conditions_offline.json,1628,"Pneumonia - Causes, Symptoms and Treatment",pneumonia,https://www.apollohospitals.com/diseases-and-conditions/pneumonia,"Pneumonia - Symptoms, Causes, Risk Factors, Diagnosis and Treatment",1,12,18285,None | Walking pneumonia | Stages of pneumonia | Bacterial pneumonia | Viral pneumonia | Fungal pneumonia | Some other preventive measures include: | Complications | Is pneumonia curable? | Pneumonia in pregnancy | Conclusion | FAQ
29,Psoriasis,2,slug,modified_disease.json,100,Psoriasis,psoriasis,https://www.niams.nih.gov/health-topics/psoriasis,"Psoriasis - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1859,Introduction | What is Psoriasis? | Common Symptoms of Psoriasis | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
29,Psoriasis,2,slug,common_diseases_conditions_offline.json,1720,"Psoriasis - Types, Symptoms, Causes and Treatment",psoriasis,https://www.apollohospitals.com/diseases-and-conditions/psoriasis,"Psoriasis - Types, Symptoms, Causes and Treatment | Apollo Hospitals",1,14,12236,Overview | Types of Psoriasis | Causes of Psoriasis | Symptoms of Psoriasis | Common symptoms of psoriasis include: | Risk Factors P soriasis | Diagnosis | Treatment | Topical Treatments | Light Therapy | Medications | Alternative Medicine | Prevention | FAQs
30,Q Fever,2,slug,modified_disease.json,102,Q Fever,q-fever,https://www.apollohospitals.com/diseases-and-conditions/q-fever,"Q Fever - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1804,Introduction | What is Q Fever? | Common Symptoms of Q Fever | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
30,Q Fever,2,slug,common_diseases_conditions_offline.json,1747,"Q Fever - Symptoms, Causes And Treatment",q-fever,https://www.apollohospitals.com/diseases-and-conditions/q-fever,"Q Fever - Symptoms, Causes And Treatment | Apollo Hospitals",1,9,5093,None | What Are the Symptoms of Q Fever? | What Are the Causes of Q Fever? | When Do You Need to See a Doctor? | What are the Risks Associated with Q Fever? | How Can You Prevent Q Fever? | What is the Treatment for Q Fever? | Conclusion | Frequently Asked Questions (FAQs)
31,Quadrantanopia,2,slug,modified_disease.json,103,Quadrantanopia,quadrantanopia,https://www.apollohospitals.com/diseases-and-conditions/quadrantanopia,"Quadrantanopia - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1555,Introduction | What is Quadrantanopia? | Common Symptoms of Quadrantanopia | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
31,Quadrantanopia,2,slug,common_diseases_conditions_offline.json,1748,"Quadrantanopia - Causes, Symptoms, Diagnosis, Treatment, and Prevention",quadrantanopia,https://www.apollohospitals.com/diseases-and-conditions/quadrantanopia,"Quadrantanopia - Causes, Symptoms, Diagnosis, and Treatment",2,22,10754,Introduction | What is Quadrantanopia? | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Common Symptoms of Quadrantanopia | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Potential Complications | Short-Term and Long-Term Complications | Strategies for Prevention | Typical Course of the Disease | Factors Influencing Prognosis | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
32,Raynaud's Disease (Primary Raynaud's),2,slug,modified_disease.json,105,Raynaud's Disease (Primary Raynaud's),raynauds-disease,https://www.niams.nih.gov/health-topics/raynauds-phenomenon,"Raynaud's Disease (Primary Raynaud's) - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,2060,Introduction | What is Raynaud's Disease (Primary Raynaud's)? | Common Symptoms of Raynaud's Disease (Primary Raynaud's) | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
32,Raynaud's Disease (Primary Raynaud's),2,slug,common_diseases_conditions_offline.json,1757,"Raynaud's Disease - Symptoms, Causes And Treatment",raynauds-disease,https://www.apollohospitals.com/diseases-and-conditions/raynauds-disease,"Raynaud's Disease - Symptoms, Causes And Treatment | Apollo Hospitals",1,11,4636,None | What is Raynaud’s disease? | What are the symptoms of Raynaud’s disease? | What causes Raynaud’s disease? | Raynaud’s phenomenon causes: | When to see a doctor? | What are the possible complications associated with Raynaud’s disease? | Medications | Surgeries and medical procedures | Conclusion | Frequently Asked Questions (FAQs)
33,Reactive Arthritis,2,slug,modified_disease.json,107,Reactive Arthritis,reactive-arthritis,https://www.niams.nih.gov/health-topics/reactive-arthritis,"Reactive Arthritis - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1525,Introduction | What is Reactive Arthritis? | Common Symptoms of Reactive Arthritis | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
33,Reactive Arthritis,2,slug,common_diseases_conditions_offline.json,1759,"Reactive Arthritis - Symptoms, Causes and Treatment",reactive-arthritis,https://www.apollohospitals.com/diseases-and-conditions/reactive-arthritis,"Reactive Arthritis - Symptoms, Causes and Treatment",1,8,4839,None | What is reactive arthritis? | What are the symptoms of reactive arthritis? | When do you need to see a doctor? | How can reactive arthritis disease be prevented? | How is reactive arthritis treated? | Conclusion | Frequently Asked Questions (FAQs)
34,Scoliosis,2,slug,modified_disease.json,112,Scoliosis,scoliosis,https://www.niams.nih.gov/health-topics/scoliosis,"Scoliosis - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1714,Introduction | What is Scoliosis? | Common Symptoms of Scoliosis | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
34,Scoliosis,2,slug,common_diseases_conditions_offline.json,1843,"Scoliosis - Causes, Symptoms And Treatment",scoliosis,https://www.apollohospitals.com/diseases-and-conditions/scoliosis,"Scoliosis - Symptoms, Causes and Treatment - Apollo Hospital Blog",1,30,12397,Overview | What is Scoliosis? | Causes of Scoliosis | Non-Structural Scoliosis (Functional) | Structural Scoliosis | Who Might Be at Risk for Scoliosis? | Symptoms of Scoliosis | Common Signs in Children and Adolescents: | Symptoms in Infants: | Symptoms in Adults: | When Severe: | Diagnosis of Scoliosis | 1. Physical Examination | 2. Neurological Examination | 3. Imaging Tests | Treatment for Scoliosis | 1. Observation and Monitoring | 2. Bracing | 3. Casting (for Infants) | 4. Surgery | 5. Advanced Techniques | 6. Physical Therapy and Exercises | Post-Surgical Recovery and Follow-up | Can Scoliosis Be Prevented? | Common Myths About Scoliosis (Not True) | What Can Be Done? | 1. Early Screening | 2. Healthy Lifestyle | 3. Emotional Support | Final Takeaway
35,Sjögren's Syndrome,2,slug,modified_disease.json,115,Sjögren's Syndrome,sjogrens-syndrome,https://www.niams.nih.gov/health-topics/sjogrens-syndrome,"Sjögren's Syndrome - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1711,Introduction | What is Sjögren's Syndrome? | Common Symptoms of Sjögren's Syndrome | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
35,Sjögren's Syndrome,2,slug,common_diseases_conditions_offline.json,1896,"Sjogrens Syndrome - Causes, Symptoms, Diagnosis, Treatment, and Prevention",sjogrens-syndrome,https://www.apollohospitals.com/diseases-and-conditions/sjogrens-syndrome,"Sjogrens Syndrome - Causes, Symptoms, Diagnosis, and Treatment",2,22,13492,Introduction | What is Sjögren's Syndrome? | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Common Symptoms | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Complications | Short-Term Complications | Long-Term Complications | Prevention | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
36,Tendinitis,2,slug,modified_disease.json,123,Tendinitis,tendinitis,https://www.niams.nih.gov/health-topics/tendinitis,"Tendinitis - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1547,Introduction | What is Tendinitis? | Common Symptoms of Tendinitis | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
36,Tendinitis,2,slug,common_diseases_conditions_offline.json,2030,Tendinitis,tendinitis,https://www.apollohospitals.com/diseases-and-conditions/tendinitis,Tendinitis | Apollo Hospitals,1,7,4359,None | What is tendinitis? | What are the symptoms of tendinitis? | When do you need to see a doctor? | How is tendinitis prevented? | What are the remedies for tendinitis? | Conclusion
37,Tendinopathy,2,slug,modified_disease.json,124,Tendinopathy,tendinopathy,https://www.niams.nih.gov/health-topics/tendinitis,"Tendinopathy - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1978,Introduction | What is Tendinopathy? | Common Symptoms of Tendinopathy | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
37,Tendinopathy,2,slug,common_diseases_conditions_offline.json,2031,"Tendinopathy - Causes, Symptoms, Diagnosis, Treatment, and Prevention",tendinopathy,https://www.apollohospitals.com/diseases-and-conditions/tendinopathy,"Tendinopathy - Causes, Symptoms, Diagnosis, and Treatment",2,21,10024,Introduction | Definition | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Symptoms | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Complications | Short-Term and Long-Term Complications | Prevention | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
38,Thoracic Outlet Syndrome (TOS),2,slug,modified_disease.json,127,Thoracic Outlet Syndrome (TOS),thoracic-outlet-syndrome,https://www.niams.nih.gov/health-topics/musculoskeletal-disorders,"Thoracic Outlet Syndrome (TOS) - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1992,Introduction | What is Thoracic Outlet Syndrome (TOS)? | Common Symptoms of Thoracic Outlet Syndrome (TOS) | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
38,Thoracic Outlet Syndrome (TOS),2,slug,common_diseases_conditions_offline.json,2049,Thoracic Outlet Syndrome,thoracic-outlet-syndrome,https://www.apollohospitals.com/diseases-and-conditions/thoracic-outlet-syndrome,"Thoracic Outlet Syndrome - Causes, Symptoms, Prevention & Treatmment",1,10,6522,None | What is Thoracic Outlet Syndrome? | What are the Symptoms of Thoracic Outlet Syndrome? | When Should You See a Doctor? | What are the Risk Factors and Causes of Thoracic Outlet Disease? | Causes | How to Prevent Thoracic Outlet Syndrome? | How is Thoracic Outlet Syndrome Treated? | Conclusion | Frequently Asked Questions (FAQs)
39,Vasculitis,2,slug,modified_disease.json,133,Vasculitis,vasculitis,https://www.niams.nih.gov/health-topics/vasculitis,"Vasculitis - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1803,Introduction | What is Vasculitis? | Common Symptoms of Vasculitis | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
39,Vasculitis,2,slug,common_diseases_conditions_offline.json,2212,Vasculitis,vasculitis,https://www.apollohospitals.com/diseases-and-conditions/vasculitis,Vasculitis | Apollo Hospitals,1,1,7661,None
40,Vitamin B12 Deficiency,2,slug,modified_disease.json,135,Vitamin B12 Deficiency,vitamin-b12-deficiency,https://medlineplus.gov/ency/article/000574.htm,"Vitamin B12 Deficiency - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,993,Introduction | What is Vitamin B12 Deficiency? | Common Symptoms of Vitamin B12 Deficiency | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
40,Vitamin B12 Deficiency,2,slug,common_diseases_conditions_offline.json,2247,"Vitamin B12 Deficiency: Understanding Its Causes, Symptoms, Diagnosis, Treatment, and Prevention",vitamin-b12-deficiency,https://www.apollohospitals.com/diseases-and-conditions/vitamin-b12-deficiency,"Vitamin B12 Deficiency - Causes, Symptoms, Diagnosis, and Treatment",1,21,10611,Introduction | What is Vitamin B12 Deficiency? | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Symptoms | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Complications | Short-Term and Long-Term Complications | Prevention | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
41,Xanthelasma,2,slug,modified_disease.json,140,Xanthelasma,xanthelasma,https://www.apollohospitals.com/diseases-and-conditions/xanthelasma,"Xanthelasma - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1412,Introduction | What is Xanthelasma? | Common Symptoms of Xanthelasma | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
41,Xanthelasma,2,slug,common_diseases_conditions_offline.json,2301,"Xanthelasma - Causes, Symptoms, Diagnosis, Treatment, and Prevention",xanthelasma,https://www.apollohospitals.com/diseases-and-conditions/xanthelasma,"Xanthelasma - Causes, Symptoms, Diagnosis, and Treatment",2,22,9880,Introduction | What is Xanthelasma? | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Common Symptoms of Xanthelasma | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Potential Complications | Short-Term and Long-Term Complications | Strategies for Prevention | Typical Course of the Disease | Factors Influencing Prognosis | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
42,Yaws,2,slug,modified_disease.json,144,Yaws,yaws,https://www.apollohospitals.com/diseases-and-conditions/yaws,"Yaws - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1418,Introduction | What is Yaws? | Common Symptoms of Yaws | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
42,Yaws,2,slug,common_diseases_conditions_offline.json,2306,"Yaws - Causes, Symptoms, Diagnosis, Treatment, and Prevention",yaws,https://www.apollohospitals.com/diseases-and-conditions/yaws,"Yaws - Causes, Symptoms, Diagnosis, and Treatment",2,22,9009,Introduction | Definition | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Symptoms | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Complications | Short-Term Complications | Long-Term Complications | Prevention | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
43,Yellow Fever,2,slug,modified_disease.json,145,Yellow Fever,yellow-fever,https://www.apollohospitals.com/diseases-and-conditions/yellow-fever,"Yellow Fever - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1327,Introduction | What is Yellow Fever? | Common Symptoms of Yellow Fever | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
43,Yellow Fever,2,slug,common_diseases_conditions_offline.json,2307,"Yellow Fever - Causes, Symptoms, Diagnosis, Treatment, and Prevention",yellow-fever,https://www.apollohospitals.com/diseases-and-conditions/yellow-fever,"Yellow Fever - Causes, Symptoms, Diagnosis, and Treatment",2,18,6732,Introduction | Definition | Infectious/Environmental Causes: | Genetic/Autoimmune Causes: | Lifestyle and Dietary Factors: | Key Risk Factors: | Symptoms | Diagnosis | Diagnostic Tests: | Medical Treatments: | Non-Pharmacological Treatments: | Special Considerations: | Complications | Prevention | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
44,Yellow Nail Syndrome,2,slug,modified_disease.json,146,Yellow Nail Syndrome,yellow-nail-syndrome,https://www.apollohospitals.com/diseases-and-conditions/yellow-nail-syndrome,"Yellow Nail Syndrome - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1461,Introduction | What is Yellow Nail Syndrome? | Common Symptoms of Yellow Nail Syndrome | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
44,Yellow Nail Syndrome,2,slug,common_diseases_conditions_offline.json,2308,"Yellow Nail Syndrome - Causes, Symptoms, Diagnosis, Treatment, and Prevention",yellow-nail-syndrome,https://www.apollohospitals.com/diseases-and-conditions/yellow-nail-syndrome,"Yellow Nail Syndrome - Causes, Symptoms, Diagnosis, and Treatment",2,22,10645,Introduction | Definition | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Symptoms | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Complications | Short-Term Complications | Long-Term Complications | Prevention | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
45,Zenkers Diverticulum,2,slug,modified_disease.json,148,Zenkers Diverticulum,zenkers-diverticulum,https://www.apollohospitals.com/diseases-and-conditions/zenkers-diverticulum,"Zenkers Diverticulum - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1339,Introduction | What is Zenkers Diverticulum? | Common Symptoms of Zenkers Diverticulum | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
45,Zenkers Diverticulum,2,slug,common_diseases_conditions_offline.json,2310,"Zenkers Diverticulum - Causes, Symptoms, Diagnosis, Treatment, and Prevention",zenkers-diverticulum,https://www.apollohospitals.com/diseases-and-conditions/zenkers-diverticulum,"Zenkers Diverticulum - Causes, Symptoms, Diagnosis, and Treatment",2,21,12528,Introduction | What is Zenkers Diverticulum? | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Symptoms | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Complications | Short-Term and Long-Term Complications | Prevention | Prognosis & Long-Term Outlook | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
46,Zika Virus Infection,2,slug,modified_disease.json,149,Zika Virus Infection,zika-virus,https://www.apollohospitals.com/diseases-and-conditions/zika-virus,"Zika Virus Infection - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1424,Introduction | What is Zika Virus Infection? | Common Symptoms of Zika Virus Infection | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
46,Zika Virus Infection,2,slug,common_diseases_conditions_offline.json,2311,ZIKA VIRUS,zika-virus,https://www.apollohospitals.com/diseases-and-conditions/zika-virus,Zika Virus | Zika Virus Symptoms | Zika Virus Spread,1,7,3721,What is Zika Virus | Transmission | Signs and symptoms of Zika Virus | Diagnosis for Zika Virus | Treatment for Zika | Prevention from Zika Virus | vel Advisory
47,Zollinger-Ellison Syndrome,2,slug,modified_disease.json,150,Zollinger-Ellison Syndrome,zollinger-ellison-syndrome,https://www.apollohospitals.com/diseases-and-conditions/zollinger-ellison-syndrome,"Zollinger-Ellison Syndrome - Symptoms, Causes, Diagnosis, Treatment, and Prevention",2,13,1412,Introduction | What is Zollinger-Ellison Syndrome? | Common Symptoms of Zollinger-Ellison Syndrome | Causes | Diagnosis | Treatment | Key Risk Factors | Prevention | Prevalence | Category | Alphabetical Index | Disease ID | Source
47,Zollinger-Ellison Syndrome,2,slug,common_diseases_conditions_offline.json,2312,"Zollinger Ellison Syndrome - Causes, Symptoms, Diagnosis, Treatment, and Prevention",zollinger-ellison-syndrome,https://www.apollohospitals.com/diseases-and-conditions/zollinger-ellison-syndrome,"Zollinger Ellison Syndrome - Causes, Symptoms, Diagnosis, and Treatment",2,22,11791,Introduction | What is Zollinger-Ellison Syndrome? | Infectious/Environmental Causes | Genetic/Autoimmune Causes | Lifestyle and Dietary Factors | Key Risk Factors | Common Symptoms of Zollinger-Ellison Syndrome | Warning Signs | Clinical Evaluation | Diagnostic Tests | Differential Diagnosis | Medical Treatments | Non-Pharmacological Treatments | Special Considerations | Potential Complications | Short-Term and Long-Term Complications | Strategies for Prevention | Typical Course of the Disease | Factors Influencing Prognosis | Frequently Asked Questions (FAQs) | When to See a Doctor | Conclusion & Disclaimer
